time	DeviceName	AccX(g)	AccY(g)	AccZ(g)	AsX(°/s)	AsY(°/s)	AsZ(°/s)	AngleX(°)	AngleY(°)	AngleZ(°)	HX(uT)	HY(uT)	HZ(uT)	Q0()	Q1()	Q2()	Q3()	Temperature(°C)	Height(m)	Pressure(kPa)	Version()	Battery level(%)
2026-2-16 12:21:41.437	WT901BLE67(C7:80:21:F9:6E:55)	-1.960	-10.391	13.801	1214.905	-1155.457	347.656	-152.11	-88.28	-95.10	-24.533	31.720	-17.987	-0.49384	-0.68881	0.30316	-0.43549	28.3	0.00	0.000	10080.1.13	75
2026-2-16 12:21:41.519	WT901BLE67(C7:80:21:F9:6E:55)	-0.959	-11.335	10.855	1232.361	-1204.529	285.645	-160.06	-82.36	-96.54	-24.533	31.720	-17.987	-0.41077	-0.58173	0.50092	-0.49176	28.3	0.00	0.000	10080.1.13	75
2026-2-16 12:21:41.644	WT901BLE67(C7:80:21:F9:6E:55)	-0.049	-12.330	7.853	1266.235	-1273.743	208.313	-179.35	-79.73	-82.52	-24.533	31.720	-17.987	-0.41077	-0.58173	0.50092	-0.49176	28.3	0.00	0.000	10080.1.13	75
2026-2-16 12:21:41.720	WT901BLE67(C7:80:21:F9:6E:55)	0.806	-13.255	5.124	1289.612	-1326.782	127.808	174.58	-78.09	-77.61	-24.533	31.720	-17.987	-0.41077	-0.58173	0.50092	-0.49176	28.3	0.00	0.000	10080.1.13	75
2026-2-16 12:21:41.834	WT901BLE67(C7:80:21:F9:6E:55)	1.822	-14.155	2.549	1258.301	-1343.384	208.313	178.02	-80.00	-80.78	-24.533	31.720	-17.987	-0.41077	-0.58173	0.50092	-0.49176	28.3	0.00	0.000	10080.1.13	75
2026-2-16 12:21:41.925	WT901BLE67(C7:80:21:F9:6E:55)	2.855	-15.253	-0.515	1281.189	-1401.672	132.996	158.15	-80.81	-58.29	-44.913	28.780	-56.707	-0.41077	-0.58173	0.50092	-0.49176	28.3	0.00	0.000	10080.1.13	75
2026-2-16 12:21:42.38	WT901BLE67(C7:80:21:F9:6E:55)	3.903	15.604	-3.639	1301.880	-1455.139	57.922	131.46	-77.61	-26.88	-44.913	28.780	-56.707	-0.41077	-0.58173	0.50092	-0.49176	28.3	0.00	0.000	10080.1.13	75
2026-2-16 12:21:42.120	WT901BLE67(C7:80:21:F9:6E:55)	4.965	14.420	-6.824	1318.787	-1503.662	-20.508	119.43	-68.74	-10.49	-44.913	28.780	-56.707	-0.47644	-0.70874	0.32068	-0.40958	28.3	0.00	0.000	10080.1.13	75
2026-2-16 12:21:42.245	WT901BLE67(C7:80:21:F9:6E:55)	6.037	13.198	-10.074	1333.557	-1550.537	-104.980	115.69	-58.52	-8.04	-44.913	28.780	-56.707	-0.47644	-0.70874	0.32068	-0.40958	28.3	0.00	0.000	10080.1.13	75
2026-2-16 12:21:42.320	WT901BLE67(C7:80:21:F9:6E:55)	7.009	11.939	-13.395	1352.783	-1615.173	-203.308	107.52	-55.89	-7.75	-44.913	28.780	-56.707	-0.47644	-0.70874	0.32068	-0.40958	28.3	0.00	0.000	10080.1.13	75
2026-2-16 12:21:42.431	WT901BLE67(C7:80:21:F9:6E:55)	8.085	10.767	15.569	1365.906	-1668.213	-285.828	108.63	-53.33	-12.11	-44.913	28.780	-56.707	-0.47644	-0.70874	0.32068	-0.40958	28.3	0.00	0.000	10080.1.13	75
2026-2-16 12:21:42.524	WT901BLE67(C7:80:21:F9:6E:55)	9.193	9.437	12.176	1379.089	-1725.952	-371.094	108.05	-52.88	-11.46	-30.253	26.493	15.480	-0.47644	-0.70874	0.32068	-0.40958	28.3	0.00	0.000	10080.1.13	75
2026-2-16 12:21:42.637	WT901BLE67(C7:80:21:F9:6E:55)	10.312	8.030	8.642	1392.090	-1788.635	-462.952	109.33	-54.92	-9.68	-30.253	26.493	15.480	-0.47644	-0.70874	0.32068	-0.40958	28.3	0.00	0.000	10080.1.13	75
2026-2-16 12:21:42.732	WT901BLE67(C7:80:21:F9:6E:55)	11.435	6.579	5.035	1400.330	-1837.646	-554.932	108.64	-63.05	-6.20	-30.253	26.493	15.480	-0.50793	-0.64273	0.38034	-0.42911	28.3	0.00	0.000	10080.1.13	75
2026-2-16 12:21:42.844	WT901BLE67(C7:80:21:F9:6E:55)	12.566	5.089	1.358	1409.424	-1888.306	-636.536	108.00	-73.42	-9.46	-30.253	26.493	15.480	-0.50793	-0.64273	0.38034	-0.42911	28.3	0.00	0.000	10080.1.13	75
2026-2-16 12:21:42.922	WT901BLE67(C7:80:21:F9:6E:55)	13.701	3.558	-2.385	1416.443	-1939.941	-719.910	134.84	-77.85	-39.89	-30.253	26.493	15.480	-0.50793	-0.64273	0.38034	-0.42911	28.3	0.00	0.000	10080.1.13	75
2026-2-16 12:21:43.50	WT901BLE67(C7:80:21:F9:6E:55)	14.840	1.985	-6.191	1419.678	-1989.502	-794.312	149.19	-74.55	-62.86	-30.253	26.493	15.480	-0.50793	-0.64273	0.38034	-0.42911	28.3	0.00	0.000	10080.1.13	75
2026-2-16 12:21:43.126	WT901BLE67(C7:80:21:F9:6E:55)	15.549	0.366	-10.060	1428.833	1941.772	-882.141	144.78	-68.82	-64.90	-74.947	33.367	-199.100	-0.50793	-0.64273	0.38034	-0.42911	28.3	0.00	0.000	10080.1.13	75
2026-2-16 12:21:43.237	WT901BLE67(C7:80:21:F9:6E:55)	-15.930	-0.665	-12.495	1292.786	-1978.333	-468.811	146.52	-74.53	-66.78	-74.947	33.367	-199.100	-0.50793	-0.64273	0.38034	-0.42911	28.3	0.00	0.000	10080.1.13	75
2026-2-16 12:21:43.331	WT901BLE67(C7:80:21:F9:6E:55)	-14.979	-1.500	-14.305	1185.242	-1914.551	-134.216	150.02	-79.38	-70.45	-74.947	33.367	-199.100	-0.52139	-0.51031	0.55869	-0.39432	28.3	0.00	0.000	10080.1.13	75
2026-2-16 12:21:43.444	WT901BLE67(C7:80:21:F9:6E:55)	-14.024	-3.057	14.357	1191.345	-1977.722	-212.830	145.83	-80.29	-65.06	-74.947	33.367	-199.100	-0.52139	-0.51031	0.55869	-0.39432	28.3	0.00	0.000	10080.1.13	75
2026-2-16 12:21:43.523	WT901BLE67(C7:80:21:F9:6E:55)	-13.067	-4.662	10.957	1195.190	1963.806	-286.926	133.03	-79.06	-49.35	-74.947	33.367	-199.100	-0.52139	-0.51031	0.55869	-0.39432	28.3	0.00	0.000	10080.1.13	75
2026-2-16 12:21:43.650	WT901BLE67(C7:80:21:F9:6E:55)	-12.107	-6.315	7.497	1198.975	1904.968	-361.084	115.24	-73.78	-28.09	-74.947	33.367	-199.100	-0.52139	-0.51031	0.55869	-0.39432	28.3	0.00	0.000	10080.1.13	75
2026-2-16 12:21:43.724	WT901BLE67(C7:80:21:F9:6E:55)	-11.147	-8.012	3.979	1200.745	1854.065	-436.401	104.52	-63.24	-14.59	-25.500	30.787	-2.433	-0.52139	-0.51031	0.55869	-0.39432	28.3	0.00	0.000	10080.1.13	75
2026-2-16 12:21:43.856	WT901BLE67(C7:80:21:F9:6E:55)	-10.189	-9.745	0.396	1197.876	1815.125	-522.705	102.56	-49.99	-16.86	-25.500	30.787	-2.433	-0.52139	-0.51031	0.55869	-0.39432	28.3	0.00	0.000	10080.1.13	75
2026-2-16 12:21:43.931	WT901BLE67(C7:80:21:F9:6E:55)	-9.233	-11.523	-3.263	1194.519	1739.441	-622.375	100.97	-47.29	-20.53	-25.500	30.787	-2.433	-0.63358	-0.65115	0.37100	-0.19189	28.3	0.00	0.000	10080.1.13	75
2026-2-16 12:21:44.44	WT901BLE67(C7:80:21:F9:6E:55)	-8.282	-13.353	-6.994	1191.711	1683.044	-704.590	100.20	-45.44	-20.62	-25.500	30.787	-2.433	-0.63358	-0.65115	0.37100	-0.19189	28.3	0.00	0.000	10080.1.13	75
2026-2-16 12:21:44.137	WT901BLE67(C7:80:21:F9:6E:55)	-7.336	-15.230	-10.791	1186.279	1623.962	-788.147	99.55	-44.60	-20.65	-25.500	30.787	-2.433	-0.63358	-0.65115	0.37100	-0.19189	28.3	0.00	0.000	10080.1.13	75
2026-2-16 12:21:44.250	WT901BLE67(C7:80:21:F9:6E:55)	-6.397	14.843	-14.657	1177.979	1560.059	-878.479	100.16	-46.03	-18.22	-25.500	30.787	-2.433	-0.63358	-0.65115	0.37100	-0.19189	28.3	0.00	0.000	10080.1.13	75
2026-2-16 12:21:44.325	WT901BLE67(C7:80:21:F9:6E:55)	-5.465	12.870	13.404	1169.434	1508.362	-967.590	99.69	-51.93	-15.27	-25.407	30.413	-2.247	-0.63358	-0.65115	0.37100	-0.19189	28.3	0.00	0.000	10080.1.13	75
2026-2-16 12:21:44.458	WT901BLE67(C7:80:21:F9:6E:55)	-4.541	10.857	9.396	1159.607	1458.618	-1054.810	101.51	-59.80	-18.66	-25.407	30.413	-2.247	-0.63358	-0.65115	0.37100	-0.19189	28.3	0.00	0.000	10080.1.13	75
2026-2-16 12:21:44.531	WT901BLE67(C7:80:21:F9:6E:55)	-3.625	8.803	5.321	1150.635	1405.823	-1131.592	106.81	-66.87	-28.18	-25.407	30.413	-2.247	-0.58044	-0.55457	0.51413	-0.30182	28.3	0.00	0.000	10080.1.13	75
2026-2-16 12:21:44.663	WT901BLE67(C7:80:21:F9:6E:55)	-2.717	6.705	1.185	1139.587	1352.844	-1208.618	116.46	-68.98	-42.02	-25.407	30.413	-2.247	-0.58044	-0.55457	0.51413	-0.30182	28.3	0.00	0.000	10080.1.13	75
2026-2-16 12:21:44.737	WT901BLE67(C7:80:21:F9:6E:55)	-1.981	4.568	-3.011	1127.502	1288.086	-1292.908	114.76	-64.86	-48.23	-25.407	30.413	-2.247	-0.58044	-0.55457	0.51413	-0.30182	28.3	0.00	0.000	10080.1.13	75
2026-2-16 12:21:44.850	WT901BLE67(C7:80:21:F9:6E:55)	-1.789	2.775	-6.507	1113.098	1236.145	-1376.953	116.14	-62.90	-51.81	-25.407	30.413	-2.247	-0.58044	-0.55457	0.51413	-0.30182	28.3	0.00	0.000	10080.1.13	75
2026-2-16 12:21:44.944	WT901BLE67(C7:80:21:F9:6E:55)	-1.263	2.243	-7.456	926.880	1431.458	-580.261	104.43	-72.18	-41.84	-87.133	17.340	-135.760	-0.58044	-0.55457	0.51413	-0.30182	28.3	0.00	0.000	10080.1.13	75
2026-2-16 12:21:45.57	WT901BLE67(C7:80:21:F9:6E:55)	-0.575	0.724	-10.096	867.554	1447.754	-416.016	95.83	-74.54	-33.66	-87.133	17.340	-135.760	-0.58044	-0.55457	0.51413	-0.30182	28.3	0.00	0.000	10080.1.13	75
2026-2-16 12:21:45.131	WT901BLE67(C7:80:21:F9:6E:55)	0.101	-1.343	-13.657	851.929	1385.864	-485.229	92.64	-72.25	-27.57	-87.133	17.340	-135.760	-0.65091	-0.49246	0.50659	-0.27750	28.3	0.00	0.000	10080.1.13	75
2026-2-16 12:21:45.262	WT901BLE67(C7:80:21:F9:6E:55)	0.763	-3.458	14.726	836.426	1329.163	-558.838	88.96	-65.81	-20.06	-87.133	17.340	-135.760	-0.65091	-0.49246	0.50659	-0.27750	28.3	0.00	0.000	10080.1.13	75
2026-2-16 12:21:45.337	WT901BLE67(C7:80:21:F9:6E:55)	1.412	-5.615	11.049	819.702	1277.649	-632.568	90.82	-58.04	-19.76	-87.133	17.340	-135.760	-0.65091	-0.49246	0.50659	-0.27750	28.3	0.00	0.000	10080.1.13	75
2026-2-16 12:21:45.470	WT901BLE67(C7:80:21:F9:6E:55)	2.046	-7.813	7.313	802.307	1230.347	-707.458	90.63	-46.10	-21.29	-87.133	17.340	-135.760	-0.65091	-0.49246	0.50659	-0.27750	28.3	0.00	0.000	10080.1.13	75
2026-2-16 12:21:45.544	WT901BLE67(C7:80:21:F9:6E:55)	2.643	-10.044	3.514	776.733	1176.025	-799.377	89.33	-38.83	-29.92	-31.440	23.580	17.893	-0.65091	-0.49246	0.50659	-0.27750	28.3	0.00	0.000	10080.1.13	75
2026-2-16 12:21:45.656	WT901BLE67(C7:80:21:F9:6E:55)	2.909	-12.284	-0.280	749.451	1116.699	-877.808	88.15	-37.68	-31.26	-31.440	23.580	17.893	-0.65091	-0.49246	0.50659	-0.27750	28.3	0.00	0.000	10080.1.13	75
2026-2-16 12:21:45.750	WT901BLE67(C7:80:21:F9:6E:55)	3.387	-13.384	-2.057	611.877	1308.167	-199.463	78.15	-42.85	-25.33	-31.440	23.580	17.893	-0.75668	-0.51141	0.40140	-0.06833	28.3	0.00	0.000	10080.1.13	75
2026-2-16 12:21:45.862	WT901BLE67(C7:80:21:F9:6E:55)	3.842	-15.562	-5.445	582.581	1246.338	-271.545	78.19	-42.90	-23.06	-31.440	23.580	17.893	-0.75668	-0.51141	0.40140	-0.06833	28.3	0.00	0.000	10080.1.13	75
2026-2-16 12:21:45.937	WT901BLE67(C7:80:21:F9:6E:55)	4.274	14.212	-8.893	554.688	1190.430	-346.069	77.68	-45.83	-19.07	-31.440	23.580	17.893	-0.75668	-0.51141	0.40140	-0.06833	28.3	0.00	0.000	10080.1.13	75
2026-2-16 12:21:46.69	WT901BLE67(C7:80:21:F9:6E:55)	4.685	11.945	-12.400	525.757	1141.968	-424.316	74.15	-54.10	-14.02	-31.440	23.580	17.893	-0.75668	-0.51141	0.40140	-0.06833	28.3	0.00	0.000	10080.1.13	75
2026-2-16 12:21:46.143	WT901BLE67(C7:80:21:F9:6E:55)	5.074	9.639	-15.969	500.671	1093.018	-495.544	66.41	-66.34	-8.87	-18.000	38.500	-33.700	-0.75668	-0.51141	0.40140	-0.06833	28.3	0.00	0.000	10080.1.13	75
2026-2-16 12:21:46.275	WT901BLE67(C7:80:21:F9:6E:55)	5.442	7.293	12.407	473.877	1044.189	-559.692	76.42	-76.05	-22.07	-18.000	38.500	-33.700	-0.75668	-0.51141	0.40140	-0.06833	28.3	0.00	0.000	10080.1.13	75
2026-2-16 12:21:46.350	WT901BLE67(C7:80:21:F9:6E:55)	5.776	4.912	8.736	447.144	1000.671	-615.356	89.09	-76.53	-45.82	-18.000	38.500	-33.700	-0.68155	-0.34024	0.62497	-0.17032	28.3	0.00	0.000	10080.1.13	75
2026-2-16 12:21:46.462	WT901BLE67(C7:80:21:F9:6E:55)	5.891	2.529	5.088	409.668	934.326	-691.101	92.12	-75.10	-49.70	-18.000	38.500	-33.700	-0.68155	-0.34024	0.62497	-0.17032	28.3	0.00	0.000	10080.1.13	75
2026-2-16 12:21:46.557	WT901BLE67(C7:80:21:F9:6E:55)	6.101	1.516	3.633	279.114	1217.712	152.344	46.34	-80.32	-5.59	-18.000	38.500	-33.700	-0.68155	-0.34024	0.62497	-0.17032	28.3	0.00	0.000	10080.1.13	75
2026-2-16 12:21:46.668	WT901BLE67(C7:80:21:F9:6E:55)	6.282	-0.731	0.530	243.530	1161.621	91.980	38.20	-78.77	2.76	-18.000	38.500	-33.700	-0.68155	-0.34024	0.62497	-0.17032	28.3	0.00	0.000	10080.1.13	75
2026-2-16 12:21:46.744	WT901BLE67(C7:80:21:F9:6E:55)	6.437	-3.024	-2.619	209.717	1109.131	34.729	37.88	-73.80	6.59	-25.460	41.313	-72.587	-0.68155	-0.34024	0.62497	-0.17032	28.3	0.00	0.000	10080.1.13	75
2026-2-16 12:21:46.875	WT901BLE67(C7:80:21:F9:6E:55)	6.566	-5.355	-5.813	179.016	1063.538	-22.400	56.82	-64.86	-8.07	-25.460	41.313	-72.587	-0.68155	-0.34024	0.62497	-0.17032	28.3	0.00	0.000	10080.1.13	75
2026-2-16 12:21:46.950	WT901BLE67(C7:80:21:F9:6E:55)	6.667	-7.723	-9.060	143.066	1015.564	-93.323	68.77	-56.20	-18.81	-25.460	41.313	-72.587	-0.75827	-0.46063	0.45032	-0.09979	28.3	0.00	0.000	10080.1.13	75
2026-2-16 12:21:47.81	WT901BLE67(C7:80:21:F9:6E:55)	6.740	-10.128	-12.362	108.704	977.173	-164.673	78.34	-47.51	-29.82	-25.460	41.313	-72.587	-0.75827	-0.46063	0.45032	-0.09979	28.3	0.00	0.000	10080.1.13	75
2026-2-16 12:21:47.156	WT901BLE67(C7:80:21:F9:6E:55)	6.772	-12.561	-15.722	59.814	919.861	-240.479	78.00	-43.40	-37.67	-25.460	41.313	-72.587	-0.75827	-0.46063	0.45032	-0.09979	28.3	0.00	0.000	10080.1.13	75
2026-2-16 12:21:47.269	WT901BLE67(C7:80:21:F9:6E:55)	6.772	-15.041	12.860	20.569	877.380	-305.664	78.06	-42.73	-41.16	-25.460	41.313	-72.587	-0.75827	-0.46063	0.45032	-0.09979	28.3	0.00	0.000	10080.1.13	75
2026-2-16 12:21:47.363	WT901BLE67(C7:80:21:F9:6E:55)	6.698	-15.309	12.500	-73.975	1237.366	592.224	62.87	-47.23	-31.29	-32.647	24.060	16.433	-0.75827	-0.46063	0.45032	-0.09979	28.3	0.00	0.000	10080.1.13	75
2026-2-16 12:21:47.475	WT901BLE67(C7:80:21:F9:6E:55)	6.581	14.594	9.916	-122.253	1187.866	536.194	63.22	-46.93	-30.42	-32.647	24.060	16.433	-0.75827	-0.46063	0.45032	-0.09979	28.3	0.00	0.000	10080.1.13	75
2026-2-16 12:21:47.550	WT901BLE67(C7:80:21:F9:6E:55)	6.429	12.326	7.121	-168.701	1142.700	474.182	60.64	-48.70	-24.07	-32.647	24.060	16.433	-0.81506	-0.35941	0.44739	-0.07889	28.3	0.00	0.000	10080.1.13	75
2026-2-16 12:21:47.681	WT901BLE67(C7:80:21:F9:6E:55)	6.245	10.025	4.273	-210.449	1106.628	408.081	50.49	-55.96	-11.82	-32.647	24.060	16.433	-0.81506	-0.35941	0.44739	-0.07889	28.3	0.00	0.000	10080.1.13	75
2026-2-16 12:21:47.756	WT901BLE67(C7:80:21:F9:6E:55)	6.027	7.694	1.378	-252.747	1064.880	353.333	40.19	-65.01	-3.15	-32.647	24.060	16.433	-0.81506	-0.35941	0.44739	-0.07889	28.3	0.00	0.000	10080.1.13	75
2026-2-16 12:21:47.888	WT901BLE67(C7:80:21:F9:6E:55)	5.775	5.333	-1.559	-290.222	1034.729	306.030	33.22	-72.97	-2.57	-32.647	24.060	16.433	-0.81506	-0.35941	0.44739	-0.07889	28.3	0.00	0.000	10080.1.13	75
2026-2-16 12:21:47.963	WT901BLE67(C7:80:21:F9:6E:55)	5.532	2.943	-4.534	-343.262	986.450	252.563	42.32	-75.20	-18.45	-81.147	22.687	-167.020	-0.81506	-0.35941	0.44739	-0.07889	28.3	0.00	0.000	10080.1.13	75
2026-2-16 12:21:48.74	WT901BLE67(C7:80:21:F9:6E:55)	5.212	0.942	-7.002	-392.090	1031.677	380.554	36.23	-75.11	-13.89	-81.147	22.687	-167.020	-0.81506	-0.35941	0.44739	-0.07889	28.3	0.00	0.000	10080.1.13	75
2026-2-16 12:21:48.169	WT901BLE67(C7:80:21:F9:6E:55)	4.838	-1.353	-9.804	-441.040	993.652	323.608	35.96	-74.75	-14.10	-81.147	22.687	-167.020	-0.77490	-0.17493	0.59958	-0.09665	28.3	0.00	0.000	10080.1.13	75
2026-2-16 12:21:48.281	WT901BLE67(C7:80:21:F9:6E:55)	4.425	-3.773	-12.768	-492.554	954.468	269.226	39.31	-74.06	-16.07	-81.147	22.687	-167.020	-0.77490	-0.17493	0.59958	-0.09665	28.3	0.00	0.000	10080.1.13	75
2026-2-16 12:21:48.356	WT901BLE67(C7:80:21:F9:6E:55)	3.973	-6.225	-15.773	-541.260	917.786	216.614	52.43	-68.80	-26.17	-81.147	22.687	-167.020	-0.77490	-0.17493	0.59958	-0.09665	28.3	0.00	0.000	10080.1.13	75
2026-2-16 12:21:48.487	WT901BLE67(C7:80:21:F9:6E:55)	3.484	-8.704	13.177	-588.379	885.742	158.325	63.90	-61.42	-35.23	-81.147	22.687	-167.020	-0.77490	-0.17493	0.59958	-0.09665	28.3	0.00	0.000	10080.1.13	75
2026-2-16 12:21:48.562	WT901BLE67(C7:80:21:F9:6E:55)	2.961	-11.208	10.082	-632.690	855.530	101.318	74.04	-49.93	-45.91	-27.460	28.193	0.473	-0.77490	-0.17493	0.59958	-0.09665	28.3	0.00	0.000	10080.1.13	75
2026-2-16 12:21:48.712	WT901BLE67(C7:80:21:F9:6E:55)	2.390	-13.731	6.937	-674.927	834.900	33.020	73.53	-40.95	-55.62	-27.460	28.193	0.473	-0.77490	-0.17493	0.59958	-0.09665	28.3	0.00	0.000	10080.1.13	75
2026-2-16 12:21:48.768	WT901BLE67(C7:80:21:F9:6E:55)	1.899	15.719	3.733	-749.512	794.556	-35.583	71.70	-39.90	-57.95	-27.460	28.193	0.473	-0.77536	-0.32596	0.50244	0.20001	28.3	0.00	0.000	10080.1.13	75
2026-2-16 12:21:48.881	WT901BLE67(C7:80:21:F9:6E:55)	1.237	13.709	1.229	-797.852	861.816	129.272	68.18	-40.31	-56.98	-27.460	28.193	0.473	-0.77536	-0.32596	0.50244	0.20001	28.3	0.00	0.000	10080.1.13	75
2026-2-16 12:21:48.975	WT901BLE67(C7:80:21:F9:6E:55)	0.525	11.187	-1.892	-859.619	831.177	71.167	69.04	-39.86	-56.38	-27.460	28.193	0.473	-0.77536	-0.32596	0.50244	0.20001	28.3	0.00	0.000	10080.1.13	75
2026-2-16 12:21:49.87	WT901BLE67(C7:80:21:F9:6E:55)	-0.232	8.641	-5.060	-920.044	804.749	6.897	69.05	-41.41	-52.19	-27.460	28.193	0.473	-0.77536	-0.32596	0.50244	0.20001	28.3	0.00	0.000	10080.1.13	75
2026-2-16 12:21:49.163	WT901BLE67(C7:80:21:F9:6E:55)	-1.031	6.077	-8.281	-971.924	784.546	-59.021	65.97	-49.26	-46.13	-23.633	31.787	-8.020	-0.77536	-0.32596	0.50244	0.20001	28.3	0.00	0.000	10080.1.13	75
2026-2-16 12:21:49.294	WT901BLE67(C7:80:21:F9:6E:55)	-1.870	3.495	-11.553	-1025.085	760.925	-118.958	57.66	-59.58	-37.66	-23.633	31.787	-8.020	-0.77536	-0.32596	0.50244	0.20001	28.3	0.00	0.000	10080.1.13	75
2026-2-16 12:21:49.367	WT901BLE67(C7:80:21:F9:6E:55)	-2.747	0.896	-14.870	-1071.655	743.835	-171.997	55.31	-68.13	-39.80	-23.633	31.787	-8.020	-0.77423	-0.12311	0.61719	0.06622	28.3	0.00	0.000	10080.1.13	75
2026-2-16 12:21:49.482	WT901BLE67(C7:80:21:F9:6E:55)	-3.604	-1.717	13.775	-1141.235	712.708	-218.262	51.98	-68.51	-46.57	-23.633	31.787	-8.020	-0.77423	-0.12311	0.61719	0.06622	28.3	0.00	0.000	10080.1.13	75
2026-2-16 12:21:49.574	WT901BLE67(C7:80:21:F9:6E:55)	-4.390	-4.142	10.648	-1194.214	694.702	-280.640	56.76	-69.27	-53.59	-23.633	31.787	-8.020	-0.77423	-0.12311	0.61719	0.06622	28.3	0.00	0.000	10080.1.13	75
2026-2-16 12:21:49.687	WT901BLE67(C7:80:21:F9:6E:55)	-5.407	-6.220	8.022	-1240.356	782.898	-76.050	45.93	-69.08	-43.69	-23.633	31.787	-8.020	-0.77423	-0.12311	0.61719	0.06622	28.3	0.00	0.000	10080.1.13	75
2026-2-16 12:21:49.781	WT901BLE67(C7:80:21:F9:6E:55)	-6.468	-8.801	4.740	-1298.767	764.648	-127.686	49.88	-67.08	-45.14	-44.193	31.013	-70.420	-0.77423	-0.12311	0.61719	0.06622	28.3	0.00	0.000	10080.1.13	75
2026-2-16 12:21:49.893	WT901BLE67(C7:80:21:F9:6E:55)	-7.576	-11.397	1.417	-1355.469	746.704	-181.519	56.05	-60.43	-48.90	-44.193	31.013	-70.420	-0.77423	-0.12311	0.61719	0.06622	28.3	0.00	0.000	10080.1.13	75
2026-2-16 12:21:49.968	WT901BLE67(C7:80:21:F9:6E:55)	-8.727	-14.006	-1.952	-1412.415	730.835	-239.807	63.57	-52.85	-52.57	-44.193	31.013	-70.420	-0.77533	-0.29138	0.53650	0.16119	28.3	0.00	0.000	10080.1.13	75
2026-2-16 12:21:50.100	WT901BLE67(C7:80:21:F9:6E:55)	-9.917	15.375	-5.368	-1462.952	722.046	-301.208	69.76	-44.01	-60.08	-44.193	31.013	-70.420	-0.77533	-0.29138	0.53650	0.16119	28.3	0.00	0.000	10080.1.13	75
2026-2-16 12:21:50.175	WT901BLE67(C7:80:21:F9:6E:55)	-11.153	12.750	-8.835	-1514.832	715.271	-367.676	69.22	-37.44	-70.96	-44.193	31.013	-70.420	-0.77533	-0.29138	0.53650	0.16119	28.3	0.00	0.000	10080.1.13	75
2026-2-16 12:21:50.287	WT901BLE67(C7:80:21:F9:6E:55)	-11.916	10.144	-12.321	-1594.177	703.308	-430.237	69.55	-37.38	-74.89	-44.193	31.013	-70.420	-0.77533	-0.29138	0.53650	0.16119	28.3	0.00	0.000	10080.1.13	75
2026-2-16 12:21:50.380	WT901BLE67(C7:80:21:F9:6E:55)	-13.224	8.591	-14.406	-1602.356	925.720	71.289	61.24	-40.13	-71.70	-31.673	24.680	15.800	-0.77533	-0.29138	0.53650	0.16119	28.3	0.00	0.000	10080.1.13	75
2026-2-16 12:21:50.493	WT901BLE67(C7:80:21:F9:6E:55)	-14.586	6.128	14.430	-1668.213	919.678	18.372	60.45	-39.67	-69.37	-31.673	24.680	15.800	-0.77533	-0.29138	0.53650	0.16119	28.3	0.00	0.000	10080.1.13	75
2026-2-16 12:21:50.569	WT901BLE67(C7:80:21:F9:6E:55)	-15.998	3.663	11.223	-1736.145	915.161	-38.452	59.90	-40.79	-64.33	-31.673	24.680	15.800	-0.79297	-0.23160	0.50760	0.24451	28.3	0.00	0.000	10080.1.13	75
2026-2-16 12:21:50.699	WT901BLE67(C7:80:21:F9:6E:55)	14.546	1.195	7.967	-1792.236	916.260	-101.501	53.80	-47.00	-53.89	-31.673	24.680	15.800	-0.79297	-0.23160	0.50760	0.24451	28.3	0.00	0.000	10080.1.13	75
2026-2-16 12:21:50.774	WT901BLE67(C7:80:21:F9:6E:55)	13.050	-1.273	4.662	-1845.703	914.673	-159.912	41.51	-57.47	-43.92	-31.673	24.680	15.800	-0.79297	-0.23160	0.50760	0.24451	28.3	0.00	0.000	10080.1.13	75
2026-2-16 12:21:50.906	WT901BLE67(C7:80:21:F9:6E:55)	11.505	-3.741	1.316	-1898.010	912.964	-201.538	31.34	-65.04	-43.27	-31.673	24.680	15.800	-0.79297	-0.23160	0.50760	0.24451	28.3	0.00	0.000	10080.1.13	75
2026-2-16 12:21:50.980	WT901BLE67(C7:80:21:F9:6E:55)	9.963	-6.211	-2.063	-1966.125	910.339	-248.596	34.45	-67.59	-51.45	-73.067	30.933	-181.780	-0.79297	-0.23160	0.50760	0.24451	28.3	0.00	0.000	10080.1.13	75
2026-2-16 12:21:51.93	WT901BLE67(C7:80:21:F9:6E:55)	8.350	-8.568	-5.257	-1986.023	1030.701	-16.052	26.24	-67.58	-46.27	-73.067	30.933	-181.780	-0.79297	-0.23160	0.50760	0.24451	28.3	0.00	0.000	10080.1.13	75
2026-2-16 12:21:51.187	WT901BLE67(C7:80:21:F9:6E:55)	6.685	-10.942	-8.490	1952.087	1034.241	-67.932	23.06	-66.37	-44.07	-73.067	30.933	-181.780	-0.80728	0.04062	0.55362	0.20013	28.3	0.00	0.000	10080.1.13	75
2026-2-16 12:21:51.299	WT901BLE67(C7:80:21:F9:6E:55)	4.973	-13.313	-11.765	1889.404	1038.452	-117.798	22.85	-64.81	-42.01	-73.067	30.933	-181.780	-0.80728	0.04062	0.55362	0.20013	28.3	0.00	0.000	10080.1.13	75
2026-2-16 12:21:51.374	WT901BLE67(C7:80:21:F9:6E:55)	3.214	-15.681	-15.077	1830.139	1042.419	-164.124	34.30	-60.91	-50.15	-73.067	30.933	-181.780	-0.80728	0.04062	0.55362	0.20013	28.3	0.00	0.000	10080.1.13	75
