time	DeviceName	AccX(g)	AccY(g)	AccZ(g)	AsX(°/s)	AsY(°/s)	AsZ(°/s)	AngleX(°)	AngleY(°)	AngleZ(°)	HX(uT)	HY(uT)	HZ(uT)	Q0()	Q1()	Q2()	Q3()	Temperature(°C)	Height(m)	Pressure(kPa)	Version()	Battery level(%)
2026-2-16 12:23:51.637	WT901BLE67(C7:80:21:F9:6E:55)	-9.120	2.057	-12.913	-1528.076	-114.624	1464.722	104.50	-39.77	23.00	-53.967	27.493	-41.727	0.44916	0.77045	-0.03119	0.45123	28.8	0.00	0.000	10080.1.13	90
2026-2-16 12:23:51.751	WT901BLE67(C7:80:21:F9:6E:55)	-7.284	1.936	14.715	-1725.403	-209.778	-1960.266	99.16	-45.60	25.19	-53.967	27.493	-41.727	0.44916	0.77045	-0.03119	0.45123	28.8	0.00	0.000	10080.1.13	90
2026-2-16 12:23:51.844	WT901BLE67(C7:80:21:F9:6E:55)	-5.416	1.747	9.915	-1684.143	-263.672	1958.252	97.90	-45.36	27.56	-30.380	26.853	13.833	0.44916	0.77045	-0.03119	0.45123	28.8	0.00	0.000	10080.1.13	90
2026-2-16 12:23:51.957	WT901BLE67(C7:80:21:F9:6E:55)	-3.523	1.516	5.047	-1648.071	-313.843	1875.000	98.98	-47.73	32.09	-30.380	26.853	13.833	0.44916	0.77045	-0.03119	0.45123	28.8	0.00	0.000	10080.1.13	90
2026-2-16 12:23:52.31	WT901BLE67(C7:80:21:F9:6E:55)	-1.610	1.247	0.112	-1621.216	-358.948	1789.734	97.83	-55.21	34.99	-30.380	26.853	13.833	0.43546	0.71292	-0.13757	0.53207	28.8	0.00	0.000	10080.1.13	90
2026-2-16 12:23:52.163	WT901BLE67(C7:80:21:F9:6E:55)	0.325	0.942	-4.886	-1593.506	-402.466	1709.961	100.62	-65.25	27.59	-30.380	26.853	13.833	0.43546	0.71292	-0.13757	0.53207	28.8	0.00	0.000	10080.1.13	90
2026-2-16 12:23:52.237	WT901BLE67(C7:80:21:F9:6E:55)	2.214	0.604	-9.943	-1567.505	-442.688	1648.499	104.63	-67.44	13.24	-30.380	26.853	13.833	0.43546	0.71292	-0.13757	0.53207	28.8	0.00	0.000	10080.1.13	90
2026-2-16 12:23:52.369	WT901BLE67(C7:80:21:F9:6E:55)	4.135	0.237	-14.855	-1522.339	-506.653	1568.298	107.25	-65.18	9.11	-30.380	26.853	13.833	0.43546	0.71292	-0.13757	0.53207	28.8	0.00	0.000	10080.1.13	90
2026-2-16 12:23:52.444	WT901BLE67(C7:80:21:F9:6E:55)	6.152	-0.174	12.157	-1493.164	-558.472	1488.098	106.81	-64.23	7.97	-80.120	15.340	-53.520	0.43546	0.71292	-0.13757	0.53207	28.8	0.00	0.000	10080.1.13	90
2026-2-16 12:23:52.557	WT901BLE67(C7:80:21:F9:6E:55)	8.195	-0.642	6.916	-1463.074	-612.671	1406.799	105.88	-64.11	8.73	-80.120	15.340	-53.520	0.43546	0.71292	-0.13757	0.53207	28.8	0.00	0.000	10080.1.13	90
2026-2-16 12:23:52.650	WT901BLE67(C7:80:21:F9:6E:55)	10.260	-1.155	1.609	-1431.580	-669.128	1330.078	108.85	-62.37	9.50	-80.120	15.340	-53.520	0.46075	0.72949	-0.21786	0.45602	28.8	0.00	0.000	10080.1.13	90
2026-2-16 12:23:52.763	WT901BLE67(C7:80:21:F9:6E:55)	12.345	-1.710	-3.755	-1405.273	-719.543	1256.226	109.11	-56.21	13.10	-80.120	15.340	-53.520	0.46075	0.72949	-0.21786	0.45602	28.8	0.00	0.000	10080.1.13	90
2026-2-16 12:23:52.837	WT901BLE67(C7:80:21:F9:6E:55)	14.442	-2.304	-9.177	-1385.376	-763.550	1181.396	106.63	-45.37	16.64	-80.120	15.340	-53.520	0.46075	0.72949	-0.21786	0.45602	28.8	0.00	0.000	10080.1.13	90
2026-2-16 12:23:52.970	WT901BLE67(C7:80:21:F9:6E:55)	-15.447	-2.934	-14.669	-1372.009	-812.683	1093.750	102.23	-34.77	13.09	-80.120	15.340	-53.520	0.46075	0.72949	-0.21786	0.45602	28.8	0.00	0.000	10080.1.13	90
2026-2-16 12:23:53.43	WT901BLE67(C7:80:21:F9:6E:55)	-14.193	-3.612	11.768	-1349.304	-881.714	1002.930	98.65	-33.20	11.16	-31.540	25.260	18.213	0.46075	0.72949	-0.21786	0.45602	28.8	0.00	0.000	10080.1.13	90
2026-2-16 12:23:53.176	WT901BLE67(C7:80:21:F9:6E:55)	-12.803	-4.082	8.500	-1792.603	-896.790	-1711.792	86.58	-45.73	16.85	-31.540	25.260	18.213	0.46075	0.72949	-0.21786	0.45602	28.8	0.00	0.000	10080.1.13	90
2026-2-16 12:23:53.251	WT901BLE67(C7:80:21:F9:6E:55)	-11.150	-4.694	4.935	-1945.251	-927.734	-1272.522	81.17	-50.17	22.48	-31.540	25.260	18.213	0.60519	0.64743	-0.18985	0.42236	28.8	0.00	0.000	10080.1.13	90
2026-2-16 12:23:53.363	WT901BLE67(C7:80:21:F9:6E:55)	-9.482	-5.460	0.688	-1923.523	-989.014	-1342.896	81.45	-51.80	27.16	-31.540	25.260	18.213	0.60519	0.64743	-0.18985	0.42236	28.8	0.00	0.000	10080.1.13	90
2026-2-16 12:23:53.457	WT901BLE67(C7:80:21:F9:6E:55)	-7.803	-6.274	-3.618	-1907.898	-1045.227	-1415.894	80.08	-57.54	31.83	-31.540	25.260	18.213	0.60519	0.64743	-0.18985	0.42236	28.8	0.00	0.000	10080.1.13	90
2026-2-16 12:23:53.571	WT901BLE67(C7:80:21:F9:6E:55)	-6.112	-7.132	-7.979	-1893.860	-1097.534	-1486.206	74.47	-67.12	36.11	-31.540	25.260	18.213	0.60519	0.64743	-0.18985	0.42236	28.8	0.00	0.000	10080.1.13	90
2026-2-16 12:23:53.644	WT901BLE67(C7:80:21:F9:6E:55)	-4.408	-8.030	-12.395	-1880.859	-1147.095	-1547.302	66.58	-73.55	35.33	-63.960	25.520	-73.713	0.60519	0.64743	-0.18985	0.42236	28.8	0.00	0.000	10080.1.13	90
2026-2-16 12:23:53.775	WT901BLE67(C7:80:21:F9:6E:55)	-2.688	-8.975	15.145	-1857.666	-1220.459	-1606.689	80.30	-74.28	13.37	-63.960	25.520	-73.713	0.60519	0.64743	-0.18985	0.42236	28.8	0.00	0.000	10080.1.13	90
2026-2-16 12:23:53.850	WT901BLE67(C7:80:21:F9:6E:55)	-1.044	-9.974	10.633	-1843.750	-1279.358	-1675.537	82.70	-73.56	9.78	-63.960	25.520	-73.713	0.56982	0.56427	-0.40421	0.43976	28.8	0.00	0.000	10080.1.13	90
2026-2-16 12:23:53.966	WT901BLE67(C7:80:21:F9:6E:55)	0.697	-10.970	6.296	-1830.139	-1340.393	-1744.446	82.23	-72.98	9.42	-63.960	25.520	-73.713	0.56982	0.56427	-0.40421	0.43976	28.8	0.00	0.000	10080.1.13	90
2026-2-16 12:23:54.57	WT901BLE67(C7:80:21:F9:6E:55)	2.450	-12.068	1.678	-1815.674	-1406.006	-1808.167	78.40	-71.16	16.28	-63.960	25.520	-73.713	0.56982	0.56427	-0.40421	0.43976	28.8	0.00	0.000	10080.1.13	90
2026-2-16 12:23:54.169	WT901BLE67(C7:80:21:F9:6E:55)	4.212	-13.218	-2.992	-1802.063	-1467.773	-1873.108	76.26	-65.04	22.81	-63.960	25.520	-73.713	0.56982	0.56427	-0.40421	0.43976	28.8	0.00	0.000	10080.1.13	90
2026-2-16 12:23:54.263	WT901BLE67(C7:80:21:F9:6E:55)	5.977	-14.414	-7.718	-1794.495	-1519.653	-1940.735	83.66	-55.26	18.48	-24.227	32.553	-5.567	0.56982	0.56427	-0.40421	0.43976	28.8	0.00	0.000	10080.1.13	90
2026-2-16 12:23:54.375	WT901BLE67(C7:80:21:F9:6E:55)	7.742	-15.648	-12.501	-1794.983	-1567.383	1983.337	84.41	-44.41	12.97	-24.227	32.553	-5.567	0.56982	0.56427	-0.40421	0.43976	28.8	0.00	0.000	10080.1.13	90
2026-2-16 12:23:54.450	WT901BLE67(C7:80:21:F9:6E:55)	9.173	15.074	14.655	-1793.152	-1643.311	1898.254	86.28	-41.43	2.08	-24.227	32.553	-5.567	0.68817	0.63858	-0.24771	0.23914	28.8	0.00	0.000	10080.1.13	90
2026-2-16 12:23:54.582	WT901BLE67(C7:80:21:F9:6E:55)	10.942	13.993	10.684	-1789.429	-1704.529	1828.735	85.58	-39.94	0.18	-24.227	32.553	-5.567	0.68817	0.63858	-0.24771	0.23914	28.8	0.00	0.000	10080.1.13	90
2026-2-16 12:23:54.657	WT901BLE67(C7:80:21:F9:6E:55)	12.710	12.604	5.717	-1788.391	-1770.996	1756.165	84.10	-39.46	1.22	-24.227	32.553	-5.567	0.68817	0.63858	-0.24771	0.23914	28.8	0.00	0.000	10080.1.13	90
2026-2-16 12:23:54.769	WT901BLE67(C7:80:21:F9:6E:55)	14.477	11.160	0.692	-1790.466	-1837.402	1679.260	85.74	-41.23	4.22	-24.227	32.553	-5.567	0.68817	0.63858	-0.24771	0.23914	28.8	0.00	0.000	10080.1.13	90
2026-2-16 12:23:54.863	WT901BLE67(C7:80:21:F9:6E:55)	-15.761	9.666	-4.395	-1794.739	-1896.484	1601.074	87.52	-47.68	7.46	-24.227	32.553	-5.567	0.68817	0.63858	-0.24771	0.23914	28.8	0.00	0.000	10080.1.13	90
2026-2-16 12:23:54.975	WT901BLE67(C7:80:21:F9:6E:55)	-14.001	8.127	-9.545	-1799.561	-1948.547	1527.893	85.56	-57.84	8.15	-22.980	33.853	-18.600	0.68817	0.63858	-0.24771	0.23914	28.8	0.00	0.000	10080.1.13	90
2026-2-16 12:23:55.50	WT901BLE67(C7:80:21:F9:6E:55)	-12.243	6.548	-14.748	-1802.490	-1996.277	1466.675	85.37	-62.85	0.83	-22.980	33.853	-18.600	0.65015	0.55850	-0.41751	0.30154	28.8	0.00	0.000	10080.1.13	90
2026-2-16 12:23:55.181	WT901BLE67(C7:80:21:F9:6E:55)	-10.487	4.922	12.003	-1803.284	1925.598	1399.109	86.86	-61.44	-9.04	-22.980	33.853	-18.600	0.65015	0.55850	-0.41751	0.30154	28.8	0.00	0.000	10080.1.13	90
2026-2-16 12:23:55.256	WT901BLE67(C7:80:21:F9:6E:55)	-9.629	3.239	6.694	-1809.631	1865.479	1327.393	85.46	-60.70	-9.15	-22.980	33.853	-18.600	0.65015	0.55850	-0.41751	0.30154	28.8	0.00	0.000	10080.1.13	90
2026-2-16 12:23:55.391	WT901BLE67(C7:80:21:F9:6E:55)	-9.008	2.396	4.076	1666.565	-1821.289	-956.665	40.92	-71.68	29.86	-22.980	33.853	-18.600	0.65015	0.55850	-0.41751	0.30154	28.8	0.00	0.000	10080.1.13	90
2026-2-16 12:23:55.463	WT901BLE67(C7:80:21:F9:6E:55)	-7.863	1.675	2.248	1436.218	-1687.317	-257.507	14.57	-71.23	53.40	-77.800	21.427	-69.740	0.65015	0.55850	-0.41751	0.30154	28.8	0.00	0.000	10080.1.13	90
2026-2-16 12:23:55.575	WT901BLE67(C7:80:21:F9:6E:55)	-6.726	0.299	-1.183	1425.842	-1753.113	-305.237	17.40	-70.02	52.15	-77.800	21.427	-69.740	0.65015	0.55850	-0.41751	0.30154	28.8	0.00	0.000	10080.1.13	90
2026-2-16 12:23:55.669	WT901BLE67(C7:80:21:F9:6E:55)	-5.597	-1.129	-4.646	1416.016	-1815.247	-348.999	30.00	-65.21	43.23	-77.800	21.427	-69.740	0.65015	0.55850	-0.41751	0.30154	28.8	0.00	0.000	10080.1.13	90
2026-2-16 12:23:55.782	WT901BLE67(C7:80:21:F9:6E:55)	-4.479	-2.602	-8.144	1405.762	-1865.784	-400.818	49.54	-58.23	24.86	-77.800	21.427	-69.740	0.74033	0.46179	-0.34314	0.34753	28.8	0.00	0.000	10080.1.13	90
2026-2-16 12:23:55.856	WT901BLE67(C7:80:21:F9:6E:55)	-3.374	-4.113	-11.692	1390.076	-1909.302	-467.285	57.35	-51.56	8.64	-77.800	21.427	-69.740	0.74033	0.46179	-0.34314	0.34753	28.8	0.00	0.000	10080.1.13	90
2026-2-16 12:23:55.987	WT901BLE67(C7:80:21:F9:6E:55)	-2.352	-5.667	-15.295	1366.882	-1988.403	-534.424	61.61	-52.81	-2.46	-77.800	21.427	-69.740	0.74033	0.46179	-0.34314	0.34753	28.8	0.00	0.000	10080.1.13	90
2026-2-16 12:23:56.62	WT901BLE67(C7:80:21:F9:6E:55)	-1.281	-7.185	13.278	1349.487	1952.087	-587.402	61.65	-52.11	-3.96	-30.147	26.193	18.593	0.74033	0.46179	-0.34314	0.34753	28.8	0.00	0.000	10080.1.13	90
2026-2-16 12:23:56.194	WT901BLE67(C7:80:21:F9:6E:55)	-0.228	-8.847	9.586	1327.759	1887.756	-644.775	61.08	-51.32	-3.41	-30.147	26.193	18.593	0.74033	0.46179	-0.34314	0.34753	28.8	0.00	0.000	10080.1.13	90
2026-2-16 12:23:56.268	WT901BLE67(C7:80:21:F9:6E:55)	0.806	-10.564	5.846	1304.077	1822.449	-706.421	59.74	-51.83	3.43	-30.147	26.193	18.593	0.75876	0.46097	-0.36246	0.28336	28.8	0.00	0.000	10080.1.13	90
2026-2-16 12:23:56.382	WT901BLE67(C7:80:21:F9:6E:55)	1.824	-12.329	2.054	1281.433	1767.700	-773.438	55.45	-56.96	13.19	-30.147	26.193	18.593	0.75876	0.46097	-0.36246	0.28336	28.8	0.00	0.000	10080.1.13	90
2026-2-16 12:23:56.476	WT901BLE67(C7:80:21:F9:6E:55)	2.825	-14.134	-1.790	1261.719	1719.666	-833.374	42.97	-65.00	25.75	-30.147	26.193	18.593	0.75876	0.46097	-0.36246	0.28336	28.8	0.00	0.000	10080.1.13	90
2026-2-16 12:23:56.588	WT901BLE67(C7:80:21:F9:6E:55)	3.808	-15.976	-5.677	1241.028	1674.500	-883.057	34.07	-70.60	28.08	-30.147	26.193	18.593	0.75876	0.46097	-0.36246	0.28336	28.8	0.00	0.000	10080.1.13	90
2026-2-16 12:23:56.663	WT901BLE67(C7:80:21:F9:6E:55)	4.729	14.140	-9.598	1211.853	1604.553	-931.763	42.06	-73.28	13.62	-30.147	26.193	18.593	0.75876	0.46097	-0.36246	0.28336	28.8	0.00	0.000	10080.1.13	90
2026-2-16 12:23:56.794	WT901BLE67(C7:80:21:F9:6E:55)	5.667	12.280	-13.409	1185.974	1549.744	-991.821	46.03	-74.09	7.23	-105.693	32.913	-114.793	0.75876	0.46097	-0.36246	0.28336	28.8	0.00	0.000	10080.1.13	90
2026-2-16 12:23:56.868	WT901BLE67(C7:80:21:F9:6E:55)	6.580	10.297	14.575	1157.471	1491.516	-1050.781	42.41	-73.10	9.10	-105.693	32.913	-114.793	0.72668	0.34460	-0.51944	0.28848	28.8	0.00	0.000	10080.1.13	90
2026-2-16 12:23:57.1	WT901BLE67(C7:80:21:F9:6E:55)	7.472	8.265	10.513	1127.991	1432.373	-1104.248	47.63	-71.74	7.91	-105.693	32.913	-114.793	0.72668	0.34460	-0.51944	0.28848	28.8	0.00	0.000	10080.1.13	90
2026-2-16 12:23:57.74	WT901BLE67(C7:80:21:F9:6E:55)	8.343	6.191	6.412	1102.051	1383.362	-1158.264	57.73	-64.63	0.57	-105.693	32.913	-114.793	0.72668	0.34460	-0.51944	0.28848	28.8	0.00	0.000	10080.1.13	90
2026-2-16 12:23:57.188	WT901BLE67(C7:80:21:F9:6E:55)	9.192	4.080	2.260	1074.585	1340.088	-1222.351	64.28	-57.68	-8.15	-105.693	32.913	-114.793	0.72668	0.34460	-0.51944	0.28848	28.8	0.00	0.000	10080.1.13	90
2026-2-16 12:23:57.282	WT901BLE67(C7:80:21:F9:6E:55)	10.008	1.936	-1.947	1046.631	1300.110	-1293.213	71.29	-52.71	-24.07	-105.693	32.913	-114.793	0.72668	0.34460	-0.51944	0.28848	28.8	0.00	0.000	10080.1.13	90
2026-2-16 12:23:57.394	WT901BLE67(C7:80:21:F9:6E:55)	10.753	-0.255	-6.213	999.451	1231.201	-1361.572	73.72	-52.23	-28.55	-29.807	28.933	16.733	0.72668	0.34460	-0.51944	0.28848	28.8	0.00	0.000	10080.1.13	90
2026-2-16 12:23:57.468	WT901BLE67(C7:80:21:F9:6E:55)	11.506	-2.379	-10.313	962.280	1179.138	-1424.011	72.44	-51.45	-29.18	-29.807	28.933	16.733	0.77838	0.42239	-0.45880	0.07123	28.8	0.00	0.000	10080.1.13	90
2026-2-16 12:23:57.600	WT901BLE67(C7:80:21:F9:6E:55)	12.228	-4.658	-14.678	920.105	1123.840	-1489.380	68.69	-50.56	-23.62	-29.807	28.933	16.733	0.77838	0.42239	-0.45880	0.07123	28.8	0.00	0.000	10080.1.13	90
2026-2-16 12:23:57.674	WT901BLE67(C7:80:21:F9:6E:55)	12.917	-6.979	12.903	881.348	1073.730	-1556.274	69.58	-51.18	-20.37	-29.807	28.933	16.733	0.77838	0.42239	-0.45880	0.07123	28.8	0.00	0.000	10080.1.13	90
2026-2-16 12:23:57.807	WT901BLE67(C7:80:21:F9:6E:55)	13.576	-9.340	8.432	841.553	1025.879	-1624.817	66.44	-54.05	-13.04	-29.807	28.933	16.733	0.77838	0.42239	-0.45880	0.07123	28.8	0.00	0.000	10080.1.13	90
2026-2-16 12:23:57.881	WT901BLE67(C7:80:21:F9:6E:55)	14.207	-11.733	3.902	806.641	992.493	-1696.045	61.07	-62.33	-8.72	-18.420	37.800	-23.173	0.77838	0.42239	-0.45880	0.07123	28.8	0.00	0.000	10080.1.13	90
2026-2-16 12:23:57.994	WT901BLE67(C7:80:21:F9:6E:55)	14.809	-14.155	-0.680	770.874	952.087	-1757.568	56.67	-69.72	-11.45	-18.420	37.800	-23.173	0.77838	0.42239	-0.45880	0.07123	28.8	0.00	0.000	10080.1.13	90
2026-2-16 12:23:58.89	WT901BLE67(C7:80:21:F9:6E:55)	15.372	15.389	-5.306	723.328	892.883	-1809.814	68.03	-72.26	-30.92	-18.420	37.800	-23.173	0.77838	0.42239	-0.45880	0.07123	28.8	0.00	0.000	10080.1.13	90
2026-2-16 12:23:58.200	WT901BLE67(C7:80:21:F9:6E:55)	15.676	12.887	-9.980	682.861	851.257	-1876.648	72.76	-71.89	-37.50	-18.420	37.800	-23.173	0.72864	0.30240	-0.60345	0.11557	28.8	0.00	0.000	10080.1.13	90
2026-2-16 12:23:58.276	WT901BLE67(C7:80:21:F9:6E:55)	15.950	11.444	-12.670	548.401	1051.208	-1301.636	50.49	-75.11	-18.46	-18.420	37.800	-23.173	0.72864	0.30240	-0.60345	0.11557	28.8	0.00	0.000	10080.1.13	90
2026-2-16 12:23:58.406	WT901BLE67(C7:80:21:F9:6E:55)	-15.723	9.762	-15.604	433.533	1216.003	-838.318	25.01	-75.04	4.60	-18.420	37.800	-23.173	0.72864	0.30240	-0.60345	0.11557	28.8	0.00	0.000	10080.1.13	90
2026-2-16 12:23:58.482	WT901BLE67(C7:80:21:F9:6E:55)	-15.432	7.517	12.502	385.193	1171.692	-889.771	29.06	-72.81	3.59	-18.420	37.800	-23.173	0.72864	0.30240	-0.60345	0.11557	28.8	0.00	0.000	10080.1.13	90
2026-2-16 12:23:58.614	WT901BLE67(C7:80:21:F9:6E:55)	-15.174	5.238	8.572	342.529	1132.996	-940.430	47.86	-68.10	-11.78	-34.187	35.673	-35.580	0.72864	0.30240	-0.60345	0.11557	28.8	0.00	0.000	10080.1.13	90
2026-2-16 12:23:58.692	WT901BLE67(C7:80:21:F9:6E:55)	-14.950	2.931	4.599	302.185	1099.121	-997.131	60.88	-58.71	-24.86	-34.187	35.673	-35.580	0.72864	0.30240	-0.60345	0.11557	28.8	0.00	0.000	10080.1.13	90
2026-2-16 12:23:58.800	WT901BLE67(C7:80:21:F9:6E:55)	-14.766	0.598	0.573	257.080	1068.909	-1065.369	67.96	-50.97	-37.35	-34.187	35.673	-35.580	0.78784	0.35684	-0.50101	-0.02936	28.8	0.00	0.000	10080.1.13	90
2026-2-16 12:23:58.894	WT901BLE67(C7:80:21:F9:6E:55)	-14.653	-1.761	-3.509	193.848	1027.893	-1135.803	69.60	-50.69	-46.26	-34.187	35.673	-35.580	0.78784	0.35684	-0.50101	-0.02936	28.8	0.00	0.000	10080.1.13	90
2026-2-16 12:23:59.6	WT901BLE67(C7:80:21:F9:6E:55)	-14.647	-3.753	-6.937	100.098	1209.351	-681.763	60.62	-53.23	-41.67	-34.187	35.673	-35.580	0.78784	0.35684	-0.50101	-0.02936	28.8	0.00	0.000	10080.1.13	90
2026-2-16 12:23:59.81	WT901BLE67(C7:80:21:F9:6E:55)	-14.700	-3.932	-7.238	-41.992	1921.326	838.318	27.88	-59.01	-17.38	-34.187	35.673	-35.580	0.78784	0.35684	-0.50101	-0.02936	28.8	0.00	0.000	10080.1.13	90
2026-2-16 12:23:59.215	WT901BLE67(C7:80:21:F9:6E:55)	-14.807	-5.285	-9.266	-101.501	-1999.695	998.718	22.84	-58.52	-14.85	-29.900	27.727	17.347	0.78784	0.35684	-0.50101	-0.02936	28.8	0.00	0.000	10080.1.13	90
2026-2-16 12:23:59.289	WT901BLE67(C7:80:21:F9:6E:55)	-14.960	-6.896	-11.687	-164.246	1971.741	959.473	22.53	-56.09	-11.66	-29.900	27.727	17.347	0.78784	0.35684	-0.50101	-0.02936	28.8	0.00	0.000	10080.1.13	90
2026-2-16 12:23:59.421	WT901BLE67(C7:80:21:F9:6E:55)	-15.157	-8.529	-14.134	-219.116	1946.472	912.720	19.32	-53.49	-3.56	-29.900	27.727	17.347	0.88278	0.13510	-0.44604	0.05841	28.8	0.00	0.000	10080.1.13	90
2026-2-16 12:23:59.494	WT901BLE67(C7:80:21:F9:6E:55)	-15.393	-10.181	15.379	-271.851	1923.706	862.366	9.64	-54.44	10.46	-29.900	27.727	17.347	0.88278	0.13510	-0.44604	0.05841	28.8	0.00	0.000	10080.1.13	90
2026-2-16 12:23:59.606	WT901BLE67(C7:80:21:F9:6E:55)	-15.664	-11.849	12.849	-317.261	1907.654	815.002	-7.46	-56.90	26.26	-29.900	27.727	17.347	0.88278	0.13510	-0.44604	0.05841	28.8	0.00	0.000	10080.1.13	90
2026-2-16 12:23:59.700	WT901BLE67(C7:80:21:F9:6E:55)	-15.981	-13.527	10.279	-358.398	1897.034	772.461	-22.88	-63.24	33.01	-29.900	27.727	17.347	0.88278	0.13510	-0.44604	0.05841	28.8	0.00	0.000	10080.1.13	90
2026-2-16 12:23:59.816	WT901BLE67(C7:80:21:F9:6E:55)	15.653	-15.222	7.691	-429.810	1868.896	741.089	-24.76	-67.61	31.20	-95.060	23.180	-94.493	0.88278	0.13510	-0.44604	0.05841	28.8	0.00	0.000	10080.1.13	90
2026-2-16 12:23:59.887	WT901BLE67(C7:80:21:F9:6E:55)	15.242	15.065	5.068	-485.352	1848.877	692.505	-24.13	-68.87	29.57	-95.060	23.180	-94.493	0.88278	0.13510	-0.44604	0.05841	28.8	0.00	0.000	10080.1.13	90
2026-2-16 12:24:0.19	WT901BLE67(C7:80:21:F9:6E:55)	14.784	13.336	2.397	-541.931	1829.651	643.616	-23.88	-69.21	27.83	-95.060	23.180	-94.493	0.81168	-0.03265	-0.57773	0.07889	28.8	0.00	0.000	10080.1.13	90
2026-2-16 12:24:0.94	WT901BLE67(C7:80:21:F9:6E:55)	14.280	11.592	-0.311	-602.661	1810.730	598.145	-20.02	-66.45	25.25	-95.060	23.180	-94.493	0.81168	-0.03265	-0.57773	0.07889	28.8	0.00	0.000	10080.1.13	90
2026-2-16 12:24:0.225	WT901BLE67(C7:80:21:F9:6E:55)	13.731	9.835	-3.045	-657.837	1795.227	558.716	-5.05	-66.01	13.27	-95.060	23.180	-94.493	0.81168	-0.03265	-0.57773	0.07889	28.8	0.00	0.000	10080.1.13	90
2026-2-16 12:24:0.300	WT901BLE67(C7:80:21:F9:6E:55)	13.146	8.065	-5.812	-710.266	1780.823	510.498	21.06	-65.34	-10.47	-95.060	23.180	-94.493	0.81168	-0.03265	-0.57773	0.07889	28.8	0.00	0.000	10080.1.13	90
2026-2-16 12:24:0.419	WT901BLE67(C7:80:21:F9:6E:55)	12.516	6.286	-8.630	-756.592	1771.790	447.754	43.24	-63.17	-37.34	-26.807	31.053	2.487	0.81168	-0.03265	-0.57773	0.07889	28.8	0.00	0.000	10080.1.13	90
2026-2-16 12:24:0.507	WT901BLE67(C7:80:21:F9:6E:55)	11.892	4.498	-11.495	-835.999	1754.639	388.672	48.30	-62.95	-49.86	-26.807	31.053	2.487	0.81168	-0.03265	-0.57773	0.07889	28.8	0.00	0.000	10080.1.13	90
2026-2-16 12:24:0.623	WT901BLE67(C7:80:21:F9:6E:55)	11.573	2.864	-14.137	-892.334	1744.690	335.327	52.33	-63.75	-56.84	-26.807	31.053	2.487	0.79425	0.07571	-0.58334	-0.15170	28.8	0.00	0.000	10080.1.13	90
2026-2-16 12:24:0.693	WT901BLE67(C7:80:21:F9:6E:55)	11.364	2.104	-15.360	-842.163	-1869.507	1034.546	30.01	-65.12	-39.67	-26.807	31.053	2.487	0.79425	0.07571	-0.58334	-0.15170	28.8	0.00	0.000	10080.1.13	90
2026-2-16 12:24:0.825	WT901BLE67(C7:80:21:F9:6E:55)	10.696	1.683	15.979	-804.504	-1593.994	1501.282	15.33	-64.29	-28.84	-26.807	31.053	2.487	0.79425	0.07571	-0.58334	-0.15170	28.8	0.00	0.000	10080.1.13	90
2026-2-16 12:24:0.900	WT901BLE67(C7:80:21:F9:6E:55)	9.976	0.407	13.972	-867.493	-1595.154	1460.876	15.13	-62.12	-29.10	-26.807	31.053	2.487	0.79425	0.07571	-0.58334	-0.15170	28.8	0.00	0.000	10080.1.13	90
2026-2-16 12:24:1.12	WT901BLE67(C7:80:21:F9:6E:55)	9.206	-0.869	11.921	-931.152	-1595.886	1416.443	14.11	-59.57	-25.81	-28.453	29.220	8.867	0.79425	0.07571	-0.58334	-0.15170	28.8	0.00	0.000	10080.1.13	90
2026-2-16 12:24:1.106	WT901BLE67(C7:80:21:F9:6E:55)	8.389	-2.146	9.831	-992.859	-1597.412	1365.417	7.11	-57.82	-15.39	-28.453	29.220	8.867	0.79425	0.07571	-0.58334	-0.15170	28.8	0.00	0.000	10080.1.13	90
2026-2-16 12:24:1.225	WT901BLE67(C7:80:21:F9:6E:55)	7.531	-3.425	7.699	-1047.363	-1597.778	1310.425	-9.61	-59.36	3.51	-28.453	29.220	8.867	0.85599	-0.08655	-0.50940	0.01553	28.8	0.00	0.000	10080.1.13	90
2026-2-16 12:24:1.313	WT901BLE67(C7:80:21:F9:6E:55)	6.634	-4.703	5.528	-1097.351	-1594.116	1266.235	-31.35	-61.85	23.89	-28.453	29.220	8.867	0.85599	-0.08655	-0.50940	0.01553	28.8	0.00	0.000	10080.1.13	90
2026-2-16 12:24:1.425	WT901BLE67(C7:80:21:F9:6E:55)	5.684	-5.975	3.333	-1144.043	-1585.083	1229.797	-48.87	-65.35	33.23	-28.453	29.220	8.867	0.85599	-0.08655	-0.50940	0.01553	28.8	0.00	0.000	10080.1.13	90
2026-2-16 12:24:1.500	WT901BLE67(C7:80:21:F9:6E:55)	5.140	-7.242	1.095	-1219.543	-1584.290	1184.875	-51.30	-67.48	35.33	-28.453	29.220	8.867	0.85599	-0.08655	-0.50940	0.01553	28.8	0.00	0.000	10080.1.13	90
2026-2-16 12:24:1.631	WT901BLE67(C7:80:21:F9:6E:55)	4.370	-7.938	-0.149	-1171.753	-1404.602	1475.647	-52.73	-64.16	34.59	-112.547	28.673	-150.007	0.85599	-0.08655	-0.50940	0.01553	28.8	0.00	0.000	10080.1.13	90
